id,complaint_text,department,issue_type,locality,duration_text,latitude,longitude,status
C1451,"Street light pole has Broken Street Light near Metro Station in Saket, complete darkness for 3 days.",Electrical,Broken Street Light,Saket,3 days,28.525741,77.207276,Pending
C1422,Auto-rickshaws blocking entry with Illegal Parking outside Police Station in Janakpuri Block B.,Traffic,Illegal Parking,Janakpuri Block B,3 days,28.62104,77.087346,Pending
C1376,Loudspeakers and industrial machinery causing unbearable Noise Pollution in residential Saket for 5 days.,Other,Noise Pollution,Saket,5 days,28.523816,77.208233,Pending
C2172,Continuous gridlock and Illegal Parking due to illegal encroaching near City Hospital in Pitampura.,Traffic,Illegal Parking,Pitampura,48 hours,28.698675,77.138388,In Progress
C1485,"Heavy rain created a massive Missing Manhole Cover in Janakpuri Block B, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Janakpuri Block B,2 days,28.620515,77.087091,Pending
C1697,"Public park in Karol Bagh has Broken Bench for 48 hours, unsafe for walking.",Parks,Broken Bench,Karol Bagh,48 hours,28.652841,77.192274,In Progress
C1201,Contaminated foul-smelling water coming from taps in Karol Bagh for since last Thursday.,Water,Water Leakage,Karol Bagh,since last Thursday,28.650948,77.190947,Pending
C1556,Illegal waste and Illegal Dumping dumped openly beside Pillar 45 in Rohini Sector 14.,Sanitation,Illegal Dumping,Rohini Sector 14,24 hours,28.71746,77.132102,In Progress
C1739,Stagnant sewer water and Manhole Overflow overflowing onto pavement in Vasant Kunj for since Monday.,Sewage,Manhole Overflow,Vasant Kunj,since Monday,28.530069,77.152725,In Progress
C1359,"Hazardous live Exposed Wire hanging dangerously low near Police Station in Indirapuram, risk of electric shock.",Electrical,Exposed Wire,Indirapuram,24 hours,28.640585,77.369712,Pending
C1318,Public health emergency due to unattended Illegal Dumping near school gate in Civil Lines.,Sanitation,Illegal Dumping,Civil Lines,almost 10 days,28.680123,77.220993,Pending
C1755,Old banyan tree has Broken Bench leaning over pedestrian pathway near Community Center in Mayur Vihar Phase 1.,Parks,Broken Bench,Mayur Vihar Phase 1,1 week,28.609291,77.293763,In Progress
C1116,Old banyan tree has Broken Bench leaning over pedestrian pathway near Metro Station in Karol Bagh.,Parks,Broken Bench,Karol Bagh,for past 4 days,28.652883,77.191179,Pending
C2185,No drinking water received in Mayur Vihar Phase 1 due to Pipeline Burst since last almost 10 days.,Water,Pipeline Burst,Mayur Vihar Phase 1,almost 10 days,28.60832,77.294922,Pending
C1052,Dense bushes and Tree Fall Hazard in Noida Sector 62 park haven't been trimmed for almost 10 days.,Parks,Tree Fall Hazard,Noida Sector 62,almost 10 days,28.626855,77.364793,Resolved
C1273,"Street light pole has Power Outage near Mother Dairy in Dwarka Sector 6, complete darkness for for past 4 days.",Electrical,Power Outage,Dwarka Sector 6,for past 4 days,28.582617,77.06027,Pending
C2001,"Community dustbin has Illegal Dumping in Rohini Sector 14, stray dogs and cows scattering trash everywhere.",Sanitation,Illegal Dumping,Rohini Sector 14,1 week,28.717898,77.132563,Resolved
C1610,No drinking water received in Karol Bagh due to Low Water Pressure since last for past 4 days.,Water,Low Water Pressure,Karol Bagh,for past 4 days,28.652678,77.189081,In Progress
C1137,Commercial vehicles and cabs doing Traffic Signal Down on narrow road in Dwarka Sector 6 for 5 days.,Traffic,Traffic Signal Down,Dwarka Sector 6,5 days,28.583267,77.060704,Resolved
C1295,"Community dustbin has Illegal Dumping in Karol Bagh, stray dogs and cows scattering trash everywhere.",Sanitation,Illegal Dumping,Karol Bagh,2 weeks,28.650474,77.189284,Pending
C1678,"Heavy rain created a massive Pothole in Krishna Nagar, risk of fatal accidents at night.",Roads,Pothole,Krishna Nagar,48 hours,28.659668,77.280019,Resolved
C1459,Illegal waste and Illegal Dumping dumped openly beside Pillar 45 in Lajpat Nagar.,Sanitation,Illegal Dumping,Lajpat Nagar,since Monday,28.565884,77.242346,Pending
C1028,Dense bushes and Overgrown Vegetation in Dwarka Sector 6 park haven't been trimmed for since Monday.,Parks,Overgrown Vegetation,Dwarka Sector 6,since Monday,28.581441,77.061386,Resolved
C1059,Illegal waste and Illegal Dumping dumped openly beside Railway Crossing in Dwarka Sector 6.,Sanitation,Illegal Dumping,Dwarka Sector 6,1 week,28.583659,77.059709,Resolved
C1748,Loudspeakers and industrial machinery causing unbearable Noise Pollution in residential Karol Bagh for for past 4 days.,Other,Noise Pollution,Karol Bagh,for past 4 days,28.65122,77.190249,Pending
C1057,Cattle wandering on road causing Noise Pollution near Metro Station in Rohini Sector 14.,Other,Noise Pollution,Rohini Sector 14,since Monday,28.716533,77.132359,In Progress
C1491,"Key traffic junction has Traffic Congestion at Krishna Nagar crossing, accidents happening daily.",Traffic,Traffic Congestion,Krishna Nagar,almost 10 days,28.65887,77.279256,Resolved
C1689,"Dangerous Pothole near Govt Senior Secondary School in Shahdara for for past 4 days, multiple bike slips reported.",Roads,Pothole,Shahdara,for past 4 days,28.675013,77.288745,Pending
C1634,Underground Water Contamination near Govt Senior Secondary School causing street flooding in Shahdara.,Water,Water Contamination,Shahdara,2 days,28.674462,77.289721,Pending
C2090,"Street light pole has Broken Street Light near Pillar 45 in Rohini Sector 14, complete darkness for since Monday.",Electrical,Broken Street Light,Rohini Sector 14,since Monday,28.717211,77.132885,Pending
C1587,Commercial vehicles and cabs doing Traffic Signal Down on narrow road in Vasant Kunj for for past 4 days.,Traffic,Traffic Signal Down,Vasant Kunj,for past 4 days,28.527779,77.155057,Pending
C1056,Uncovered electrical junction box with Power Outage near children's park in Janakpuri Block B.,Electrical,Power Outage,Janakpuri Block B,3 days,28.623014,77.086675,Resolved
C1578,Stagnant sewer water and Sewage Overflow overflowing onto pavement in Noida Sector 62 for since Monday.,Sewage,Sewage Overflow,Noida Sector 62,since Monday,28.627089,77.365391,Pending
C1624,Open drain with Sewage Overflow causing severe mosquito menace in Saket.,Sewage,Sewage Overflow,Saket,3 days,28.523955,77.205685,Resolved
C1253,"Dangerous Footpath Damage near Pillar 45 in Civil Lines for since Monday, multiple bike slips reported.",Roads,Footpath Damage,Civil Lines,since Monday,28.678656,77.222535,In Progress
C1620,Uncovered electrical junction box with Power Outage near children's park in Mayur Vihar Phase 1.,Electrical,Power Outage,Mayur Vihar Phase 1,3 days,28.607149,77.293618,Resolved
C1534,"Manhole lid broken with Gutter Stagnation near school in Mayur Vihar Phase 1, life-threatening for children.",Sewage,Gutter Stagnation,Mayur Vihar Phase 1,48 hours,28.609643,77.29682,In Progress
C1613,"The road in Connaught Place has an unrepaired Missing Manhole Cover for 24 hours, vehicles are getting damaged.",Roads,Missing Manhole Cover,Connaught Place,24 hours,28.63151,77.215583,Pending
C1908,No drinking water received in Vasant Kunj due to Water Leakage since last 3 days.,Water,Water Leakage,Vasant Kunj,3 days,28.531199,77.155027,In Progress
C1630,"Public park in Janakpuri Block B has Broken Bench for since last Thursday, unsafe for walking.",Parks,Broken Bench,Janakpuri Block B,since last Thursday,28.623742,77.08825,In Progress
C1207,Underground Water Contamination near Metro Station causing street flooding in Saket.,Water,Water Contamination,Saket,since Monday,28.524263,77.206669,Pending
C1194,Old banyan tree has Tree Fall Hazard leaning over pedestrian pathway near Police Station in Noida Sector 62.,Parks,Tree Fall Hazard,Noida Sector 62,since Monday,28.627469,77.366089,Pending
C1902,Illegal temporary stalls and Stray Animals blocking the walkway in Janakpuri Block B.,Other,Stray Animals,Janakpuri Block B,48 hours,28.623739,77.089132,In Progress
C1907,"Major intersection in Vasant Kunj has Missing Signboard near Mother Dairy, creating chaotic traffic jam.",Traffic,Missing Signboard,Vasant Kunj,2 weeks,28.530885,77.155314,Resolved
C1433,Commercial vehicles and cabs doing Traffic Signal Down on narrow road in Mayur Vihar Phase 1 for 2 weeks.,Traffic,Traffic Signal Down,Mayur Vihar Phase 1,2 weeks,28.608382,77.296947,Pending
C2004,Large Footpath Damage right in front of Main Market in Shahdara. Please fix immediately.,Roads,Footpath Damage,Shahdara,24 hours,28.672302,77.287903,Resolved
C1696,"Underground sewer line has Sewage Blockage near Metro Station in Krishna Nagar, water entering ground floor homes.",Sewage,Sewage Blockage,Krishna Nagar,almost 10 days,28.658163,77.280085,In Progress
C1101,"Heavy rain created a massive Footpath Damage in Krishna Nagar, risk of fatal accidents at night.",Roads,Footpath Damage,Krishna Nagar,since last Thursday,28.659547,77.280226,In Progress
C1379,Distribution transformer has Broken Street Light sparking continuously near Police Station in Vasant Kunj.,Electrical,Broken Street Light,Vasant Kunj,24 hours,28.529219,77.155026,Pending
C1280,"Drinking water supply in Rohini Sector 14 has brown smelly Water Contamination for since last Thursday, health risk to residents.",Water,Water Contamination,Rohini Sector 14,since last Thursday,28.71701,77.131918,Resolved
C1452,Contaminated foul-smelling water coming from taps in Janakpuri Block B for 2 weeks.,Water,Water Leakage,Janakpuri Block B,2 weeks,28.622477,77.087627,Manual Review
C1055,No drinking water received in Pitampura due to Pipeline Burst since last for past 4 days.,Water,Pipeline Burst,Pitampura,for past 4 days,28.697778,77.139185,In Progress
C1342,"Uncollected garbage and Garbage Dump rotting in Connaught Place for for past 4 days, breeding mosquitoes.",Sanitation,Garbage Dump,Connaught Place,for past 4 days,28.6321,77.21646,Resolved
C1521,There is a deep Road Damage on Karol Bagh Main Road causing severe traffic congestion.,Roads,Road Damage,Karol Bagh,for past 4 days,28.650045,77.191218,Pending
C1961,"Community dustbin has Garbage Dump in Dwarka Sector 6, stray dogs and cows scattering trash everywhere.",Sanitation,Garbage Dump,Dwarka Sector 6,1 week,28.583824,77.061516,Pending
C1515,Distribution transformer has Exposed Wire sparking continuously near Bus Stand in Noida Sector 62.,Electrical,Exposed Wire,Noida Sector 62,2 days,28.62616,77.365494,Pending
C2108,"Uncollected garbage and Dead Animal rotting in Shahdara for since Monday, breeding mosquitoes.",Sanitation,Dead Animal,Shahdara,since Monday,28.671782,77.287596,In Progress
C1155,Pack of aggressive stray dogs causing Encroachment near Pillar 45 in Karol Bagh.,Other,Encroachment,Karol Bagh,since last Thursday,28.652215,77.190701,Resolved
C1580,Pack of aggressive stray dogs causing Noise Pollution near Govt Senior Secondary School in Lajpat Nagar.,Other,Noise Pollution,Lajpat Nagar,2 days,28.567674,77.242668,Pending
C1442,Stagnant sewer water and Manhole Overflow overflowing onto pavement in Civil Lines for since last Thursday.,Sewage,Manhole Overflow,Civil Lines,since last Thursday,28.677751,77.223852,Manual Review
C2057,Pack of aggressive stray dogs causing Stray Animals near Gate 2 in Rohini Sector 14.,Other,Stray Animals,Rohini Sector 14,5 days,28.719237,77.131268,Manual Review
C1087,Unauthorized commercial establishment causing Noise Pollution late night in Indirapuram for 3 days.,Other,Noise Pollution,Indirapuram,3 days,28.641808,77.372146,Pending
C1952,Continuous gridlock and Missing Signboard due to illegal encroaching near Community Center in Noida Sector 62.,Traffic,Missing Signboard,Noida Sector 62,1 week,28.628649,77.364187,Pending
C1272,Public walkway encroached by shops causing Noise Pollution in Noida Sector 62 for 24 hours.,Other,Noise Pollution,Noida Sector 62,24 hours,28.629657,77.364383,Pending
C1747,"Hazardous live Broken Street Light hanging dangerously low near Pillar 45 in Janakpuri Block B, risk of electric shock.",Electrical,Broken Street Light,Janakpuri Block B,1 week,28.621402,77.086683,In Progress
C1558,"Massive Illegal Dumping accumulating near Pillar 45 in Karol Bagh for since Monday, terrible stench.",Sanitation,Illegal Dumping,Karol Bagh,since Monday,28.649938,77.192273,In Progress
C1488,"Frequent sudden Exposed Wire in Mayur Vihar Phase 1 for 1 week, appliances getting damaged.",Electrical,Exposed Wire,Mayur Vihar Phase 1,1 week,28.610501,77.295873,In Progress
C1640,Public walkway encroached by shops causing Encroachment in Mayur Vihar Phase 1 for 1 week.,Other,Encroachment,Mayur Vihar Phase 1,1 week,28.60841,77.296505,In Progress
C1274,"Key traffic junction has Illegal Parking at Connaught Place crossing, accidents happening daily.",Traffic,Illegal Parking,Connaught Place,since Monday,28.631703,77.218474,Pending
C1912,Sanitation workers haven't cleared Garbage Dump near Police Station in Mayur Vihar Phase 1 for past 48 hours.,Sanitation,Garbage Dump,Mayur Vihar Phase 1,48 hours,28.608143,77.29606,Pending
C1773,Sanitation workers haven't cleared Illegal Dumping near Govt Senior Secondary School in Mayur Vihar Phase 1 for past 1 week.,Sanitation,Illegal Dumping,Mayur Vihar Phase 1,1 week,28.60895,77.293539,Pending
C2105,"Public park in Connaught Place has Park Cleanliness for 3 days, unsafe for walking.",Parks,Park Cleanliness,Connaught Place,3 days,28.630581,77.216826,In Progress
C1600,Missing directional signboard and Traffic Signal Down near Mother Dairy in Dwarka Sector 6.,Traffic,Traffic Signal Down,Dwarka Sector 6,2 days,28.583237,77.061938,Pending
C1113,Auto-rickshaws blocking entry with Traffic Congestion outside Police Station in Saket.,Traffic,Traffic Congestion,Saket,since Monday,28.52589,77.204744,Pending
C1882,"Major Low Water Pressure on the main line near Bus Stand in Rohini Sector 14, whole sector affected.",Water,Low Water Pressure,Rohini Sector 14,since Monday,28.719542,77.132406,In Progress
C2169,Large Road Damage right in front of Main Market in Karol Bagh. Please fix immediately.,Roads,Road Damage,Karol Bagh,5 days,28.650962,77.191585,Resolved
C1151,"Major intersection in Karol Bagh has Traffic Signal Down near Govt Senior Secondary School, creating chaotic traffic jam.",Traffic,Traffic Signal Down,Karol Bagh,for past 4 days,28.649599,77.189026,Pending
C1105,Dense bushes and Park Cleanliness in Rohini Sector 14 park haven't been trimmed for since last Thursday.,Parks,Park Cleanliness,Rohini Sector 14,since last Thursday,28.716579,77.131262,In Progress
C2013,"Street dark and unsafe for women due to Exposed Wire on 3rd Cross, Pitampura for since Monday.",Electrical,Exposed Wire,Pitampura,since Monday,28.698851,77.136556,Pending
C1169,Auto-rickshaws blocking entry with Traffic Signal Down outside Mother Dairy in Lajpat Nagar.,Traffic,Traffic Signal Down,Lajpat Nagar,almost 10 days,28.567246,77.242308,Resolved
C2083,"Uncollected garbage and Garbage Dump rotting in Indirapuram for 48 hours, breeding mosquitoes.",Sanitation,Garbage Dump,Indirapuram,48 hours,28.642212,77.373361,Resolved
C1997,"Major Low Water Pressure on the main line near Mother Dairy in Civil Lines, whole sector affected.",Water,Low Water Pressure,Civil Lines,almost 10 days,28.676713,77.221406,Pending
